order_id,tanggal,tahun,pelanggan,lokasi,produk,jenis_material,profile_size,ketebalan_material,ukuran,jumlah_unit,jumlah_lubang,metode_hitung,harga_per_m2,harga_per_m,harga_per_lubang,upah_tenaga_ahli,finishing,kerumitan_desain,harga_final
ORD-00433,11/24/2020,2020,Warung Kopi Pak Mul,Lengkong,Kanopi,Hollow,4x4,0.8,23.64,2,0,PER-M2,350000,0,0,4728000,Cat Duco,Menengah,16798000
ORD-00434,6/2/2022,2022,Mbak Retno,Talang,Pintu Handerson,Hollow,4x8,1.2,4.94,1,0,PER-M2,1000000,0,0,494000,Cat Dasar,Sederhana,4940000
ORD-00435,5/4/2021,2021,Warung Kopi Pak Mul,Dukuhturi,Kanopi,Pipa Stainless,2inch,1,14.01,2,0,PER-M2,810000,0,0,5604000,Tanpa Cat,Sederhana,22696200
ORD-00436,6/12/2020,2020,Mbak Tutik,Adiwerna,Kanopi,Hollow,4x6,1.2,12.6,1,0,PER-M2,500000,0,0,1260000,Cat Biasa,Sederhana,6350000
ORD-00437,5/10/2021,2021,Mushola Al-Ikhlas,Lebaksiu,Pintu Gerbang,Pipa Stainless,1.5inch,1.2,4.78,1,0,PER-M2,1150000,0,0,956000,Tanpa Cat,Sederhana,5497000
ORD-00438,9/1/2019,2019,Bu Wati,Suradadi,Pagar,Hollow,4x6,1.2,14.28,1,0,PER-M2,650000,0,0,1428000,Cat Duco,Menengah,9532000
ORD-00439,11/1/2023,2023,MI Muhammadiyah,Margasari,Pintu Gerbang,Pipa Stainless,2inch,0.8,11.87,1,0,PER-M2,1250000,0,0,2374000,Tanpa Cat,Menengah,14937500
ORD-00440,1/7/2022,2022,Mbak Sri,Jatinegara,Pintu Handerson,Pipa Stainless,2inch,0.8,2.3,1,0,PER-M2,1450000,0,0,460000,Tanpa Cat,Sederhana,3335000
ORD-00441,10/5/2021,2021,Bu Yatmi,Slawi,Pagar,Pipa Stainless,1.5inch,1,16.28,1,0,PER-M2,950000,0,0,3256000,Tanpa Cat,Sederhana,15466000
ORD-00442,8/10/2025,2025,Pak Karso,Adiwerna,Pintu Handerson,Hollow,4x6,1,4.37,2,0,PER-M2,1000000,0,0,874000,Cat Dasar,Sederhana,8740000
ORD-00443,12/16/2021,2021,Warung Nasi Bu Sum,Dukuhturi,Kanopi,Hollow,4x6,1,20.06,1,0,PER-M2,450000,0,0,2006000,Cat Biasa,Sederhana,9077000
ORD-00444,7/23/2022,2022,SDN 1 Bojong,Talang,Pintu Gerbang,Hollow,4x4,0.8,12.17,1,0,PER-M2,650000,0,0,1217000,Cat Biasa,Sederhana,7960500
ORD-00445,12/26/2024,2024,Pak Tukiman,Margasari,Pagar,Pipa Stainless,2inch,1.2,14.44,1,0,PER-M2,1160000,0,0,2888000,Tanpa Cat,Sederhana,16750400
ORD-00446,12/5/2023,2023,Mbak Retno,Tarub,Kanopi,Hollow,4x8,1,12.26,1,0,PER-M2,570000,0,0,1226000,Cat Biasa,Kompleks,7188200
ORD-00447,12/9/2022,2022,Bu Endang,Margasari,Pagar,Hollow,4x8,0.8,11.46,1,0,PER-M2,630000,0,0,1146000,Cat Dasar,Sederhana,7219800
ORD-00448,2/19/2020,2020,Bu Siti,Warureja,Teralis,Hollow Stainless,1x3,1.2,0,1,17,PER-LUBANG,0,0,800000,2550000,Tanpa Cat,Menengah,13700000
ORD-00449,3/26/2025,2025,Mas Andi,Kramat,Pintu Handerson,Hollow,4x6,1.2,4.92,2,0,PER-M2,1050000,0,0,984000,Cat Biasa,Kompleks,10532000
ORD-00450,2/8/2023,2023,Salon Titi,Slawi,Kanopi,Pipa Stainless,2inch,1,11.04,2,0,PER-M2,850000,0,0,4416000,Tanpa Cat,Menengah,18868000
ORD-00451,2/9/2022,2022,Bu Wati,Kramat,Pagar,Hollow,4x6,1,18.57,1,0,PER-M2,630000,0,0,1857000,Cat Dasar,Kompleks,11849100
ORD-00452,1/8/2022,2022,Mas Budi,Jatinegara,Teralis,Hollow Stainless,2x2,1,0,1,11,PER-LUBANG,0,0,830000,1650000,Cat Duco,Sederhana,9280000
ORD-00453,12/26/2021,2021,Mas Rudi,Suradadi,Pagar,Hollow,4x4,1,27.79,1,0,PER-M2,550000,0,0,2779000,Cat Duco,Sederhana,15434500
ORD-00454,11/12/2019,2019,Mas Joko,Lengkong,Kanopi,Pipa Stainless,2inch,1,6.12,1,0,PER-M2,750000,0,0,1224000,Tanpa Cat,Sederhana,4590000
ORD-00455,10/31/2022,2022,Bu Umi,Balapulang,Pintu Handerson,Hollow Stainless,4x4,0.8,5.43,1,0,PER-M2,1460000,0,0,814500,Tanpa Cat,Menengah,8027800
ORD-00456,4/1/2023,2023,Mas Rudi,Lengkong,Pintu Gerbang,Hollow,4x8,1.2,12.14,1,0,PER-M2,900000,0,0,1214000,Cat Biasa,Menengah,11076000
ORD-00457,8/23/2022,2022,Kantor Desa Lengkong,Lebaksiu,Pintu Gerbang,Hollow,4x8,1.2,11.1,1,0,PER-M2,850000,0,0,1110000,Cat Duco,Sederhana,9585000
ORD-00458,3/2/2023,2023,Puskesmas Bojong,Margasari,Pintu Gerbang,Pipa Stainless,2inch,1.2,8.48,1,0,PER-M2,1350000,0,0,1696000,Tanpa Cat,Kompleks,11598000
ORD-00459,1/21/2019,2019,Mbak Retno,Dukuhturi,Pagar,Pipa Stainless,2inch,0.8,21.73,1,0,PER-M2,950000,0,0,4346000,Tanpa Cat,Sederhana,20643500
ORD-00460,12/27/2023,2023,Mas Rudi,Suradadi,Pagar,Hollow,4x4,1.2,28.87,1,0,PER-M2,650000,0,0,2887000,Cat Biasa,Menengah,18915500
ORD-00461,11/15/2023,2023,Mas Budi,Margasari,Kanopi,Hollow,4x6,0.8,7.81,2,0,PER-M2,470000,0,0,1562000,Cat Dasar,Menengah,7441400
ORD-00462,6/6/2024,2024,Bu Yatmi,Slawi,Teralis,Hollow,1x3,1.2,0,1,19,PER-LUBANG,0,0,450000,1425000,Cat Biasa,Sederhana,8600000
ORD-00463,5/11/2021,2021,Mbak Retno,Slawi,Pagar,Hollow,4x6,1.2,9.49,1,0,PER-M2,650000,0,0,949000,Cat Duco,Menengah,6418500
ORD-00464,4/19/2022,2022,Bu Umi,Pagerbarang,Teralis,Hollow Stainless,4x4,0.8,0,1,8,PER-LUBANG,0,0,780000,1200000,Tanpa Cat,Sederhana,6240000
ORD-00465,6/16/2025,2025,Mbak Lina,Slawi,Teralis,Pipa Stainless,1x3,1.2,0,1,17,PER-LUBANG,0,0,800000,2550000,Tanpa Cat,Menengah,13700000
ORD-00466,7/21/2024,2024,Pak Bambang,Margasari,Pagar,Hollow,4x6,1.2,15.49,1,0,PER-M2,700000,0,0,1549000,Cat Biasa,Sederhana,10893000
ORD-00467,12/26/2024,2024,Pak Slamet,Warureja,Teralis,Hollow,4x4,0.8,0,1,17,PER-LUBANG,0,0,350000,1275000,Cat Biasa,Menengah,6100000
ORD-00468,8/10/2021,2021,Mas Agus,Tarub,Pagar,Pipa Stainless,2inch,0.8,10.27,1,0,PER-M2,1000000,0,0,2054000,Tanpa Cat,Sederhana,10270000
ORD-00469,10/11/2025,2025,Bu Surti,Lebaksiu,Pintu Handerson,Hollow,4x4,1.2,5.67,2,0,PER-M2,1000000,0,0,1134000,Cat Dasar,Sederhana,11340000
ORD-00470,4/2/2022,2022,Bu Yatmi,Slawi,Pintu Handerson,Hollow,4x4,1,5.15,2,0,PER-M2,850000,0,0,1030000,Cat Biasa,Sederhana,8805000
ORD-00471,8/13/2019,2019,Bu Puji,Lebaksiu,Kanopi,Hollow,4x4,0.8,9.01,2,0,PER-M2,350000,0,0,1802000,Cat Biasa,Sederhana,6357000
ORD-00472,3/26/2021,2021,Pak Warno,Kramat,Pintu Gerbang,Pipa Stainless,1.5inch,0.8,8.11,1,0,PER-M2,1050000,0,0,1622000,Tanpa Cat,Sederhana,8515500
ORD-00473,8/31/2024,2024,Pak Karso,Suradadi,Pintu Handerson,Pipa Stainless,2inch,0.8,3.66,2,0,PER-M2,1550000,0,0,1464000,Tanpa Cat,Sederhana,11346000
ORD-00474,6/17/2023,2023,Pak Sutrisno,Pagerbarang,Railing,Hollow,4x4,1,14.41,1,0,PER-M,0,550000,0,1441000,Cat Dasar,Menengah,8025500
ORD-00475,10/12/2024,2024,Mbak Lina,Bojong,Kanopi,Hollow,4x8,1,12.26,1,0,PER-M2,600000,0,0,1226000,Cat Dasar,Menengah,7456000
ORD-00476,9/26/2020,2020,Bu Yatmi,Talang,Teralis,Pipa Stainless,1x3,1.2,0,1,6,PER-LUBANG,0,0,720000,900000,Tanpa Cat,Sederhana,4320000
ORD-00477,11/5/2023,2023,Pak Tukiman,Talang,Pintu Handerson,Hollow Stainless,4x4,0.8,3.92,2,0,PER-M2,1500000,0,0,1176000,Tanpa Cat,Menengah,11860000
ORD-00478,12/21/2019,2019,Pak Warno,Margasari,Kanopi,Hollow Stainless,4x4,0.8,16.05,1,0,PER-M2,650000,0,0,2407500,Tanpa Cat,Kompleks,10582500
ORD-00479,7/9/2020,2020,SMPN 2 Bojong,Margasari,Pintu Gerbang,Pipa Stainless,2inch,0.8,12.6,1,0,PER-M2,1100000,0,0,2520000,Tanpa Cat,Sederhana,13860000
ORD-00480,7/18/2022,2022,Kantor Desa Lengkong,Talang,Pintu Gerbang,Hollow,4x4,1,13.55,1,0,PER-M2,700000,0,0,1355000,Cat Dasar,Menengah,9585000
ORD-00481,12/28/2019,2019,PT Karya Sentosa,Dukuhturi,Railing,Hollow,4x4,1.2,10.72,1,0,PER-M,0,500000,0,1072000,Cat Biasa,Kompleks,5560000
ORD-00482,11/19/2021,2021,Pak Jarwo,Talang,Pintu Handerson,Hollow,4x6,1.2,3.45,1,0,PER-M2,950000,0,0,345000,Cat Duco,Kompleks,3577500
ORD-00483,3/4/2022,2022,Bu Wati,Lengkong,Pagar,Pipa Stainless,2inch,0.8,13.04,1,0,PER-M2,1020000,0,0,2608000,Tanpa Cat,Sederhana,13300800
ORD-00484,10/4/2019,2019,Pak Karso,Bojong,Pagar,Hollow,4x6,1,16.76,1,0,PER-M2,600000,0,0,1676000,Cat Biasa,Kompleks,10256000
ORD-00485,2/15/2021,2021,Konter HP Mandiri,Margasari,Kanopi,Pipa Stainless,4x8,1.2,16.94,1,0,PER-M2,860000,0,0,3388000,Tanpa Cat,Sederhana,14568400
ORD-00486,10/21/2024,2024,Pak Slamet,Jatinegara,Pagar,Pipa Stainless,2inch,0.8,24.87,1,0,PER-M2,1060000,0,0,4974000,Tanpa Cat,Sederhana,26362200
ORD-00487,12/20/2020,2020,Bu Ningsih,Kramat,Pintu Handerson,Hollow Stainless,4x4,0.8,5.84,2,0,PER-M2,1350000,0,0,1752000,Tanpa Cat,Menengah,15868000
ORD-00488,4/23/2023,2023,Bu Puji,Warureja,Pagar,Pipa Stainless,2inch,1.2,27.21,1,0,PER-M2,1140000,0,0,5442000,Tanpa Cat,Menengah,31119400
ORD-00489,4/14/2025,2025,Pak Slamet,Lebaksiu,Teralis,Hollow,1x3,1.2,0,1,19,PER-LUBANG,0,0,450000,1425000,Cat Biasa,Menengah,8700000
ORD-00490,4/24/2025,2025,Pak Warno,Jatinegara,Railing,Hollow Stainless,4x6,1.2,12.24,2,0,PER-M,0,1350000,0,3672000,Tanpa Cat,Sederhana,33048000
ORD-00491,1/14/2024,2024,MI Muhammadiyah,Bojong,Pintu Gerbang,Hollow,4x4,1.2,13.91,1,0,PER-M2,850000,0,0,1391000,Cat Dasar,Menengah,11923500
ORD-00492,5/18/2025,2025,Pak Tukiman,Kramat,Pintu Handerson,Hollow Stainless,4x8,0.8,4.78,2,0,PER-M2,1800000,0,0,1434000,Tanpa Cat,Sederhana,17208000
ORD-00493,5/20/2024,2024,SMPN 2 Bojong,Slawi,Pintu Gerbang,Hollow,4x8,1.2,14.4,1,0,PER-M2,950000,0,0,1440000,Cat Dasar,Menengah,13780000
ORD-00494,3/1/2020,2020,Pak Hadi,Bojong,Kanopi,Hollow Stainless,4x6,1,15.76,2,0,PER-M2,800000,0,0,4728000,Tanpa Cat,Sederhana,25216000
ORD-00495,3/10/2022,2022,CV Griya Mandiri,Dukuhturi,Pintu Gerbang,Pipa Stainless,2inch,0.8,5,1,0,PER-M2,1200000,0,0,1000000,Tanpa Cat,Menengah,6100000
ORD-00496,2/2/2025,2025,Bu Puji,Bojong,Pintu Handerson,Hollow Stainless,4x8,0.8,4.92,2,0,PER-M2,1800000,0,0,1476000,Tanpa Cat,Menengah,17812000
ORD-00497,11/15/2021,2021,Bu Puji,Tarub,Pintu Handerson,Pipa Stainless,2inch,0.8,5.79,2,0,PER-M2,1400000,0,0,2316000,Tanpa Cat,Menengah,16312000
ORD-00498,7/9/2025,2025,Pak Kasno,Bojong,Pintu Handerson,Hollow,4x8,1.2,2.12,2,0,PER-M2,1100000,0,0,424000,Cat Duco,Menengah,4914000
ORD-00499,9/6/2020,2020,Mas Agus,Jatinegara,Pagar,Hollow Stainless,4x4,0.8,21.69,1,0,PER-M2,1050000,0,0,3253500,Tanpa Cat,Kompleks,22924500
ORD-00500,9/19/2020,2020,Bu Endang,Adiwerna,Pagar,Hollow Stainless,4x8,1.2,14.7,1,0,PER-M2,1250000,0,0,2205000,Tanpa Cat,Sederhana,18375000
ORD-00501,11/12/2019,2019,BUMDES Bojong,Bojong,Pagar,Hollow,4x4,0.8,27,1,0,PER-M2,500000,0,0,2700000,Tanpa Cat,Sederhana,13500000
